,STOCK,ANN,SVM,KNN,LR,acc_ANN_train,acc_ANN_test,acc_SVM_train,acc_SVM_test,acc_KNN_train,acc_KNN_test,acc_LR_train,acc_LR_test
33,BF.B,0.9301133155822754,-3.2009924527606675,-1.9947467344909247,-0.14215477454543,0.5493387643130362,0.5569105681365099,0.6002034587995931,0.5203252032520326,0.6205493387589013,0.4959349593495935,0.5208545269582909,0.532520325203252
34,BEN,1.0753785371780396,-1.2320493433195427,-1.2359788261169755,0.19501898007513357,0.5625635852709427,0.5325203266570239,0.6571719226856562,0.46747967479674796,0.6012207527975585,0.4796747967479675,0.5279755849440488,0.5
35,BDX,0.14128701388835907,1.1794562916508675e-07,-3.711923712775343,-1.0335836924151676,0.5666327616266171,0.5284552860066174,0.7833163784333672,0.5284552845528455,0.6286876907426246,0.4796747967479675,0.5564598168870803,0.524390243902439
36,BBY,-2.8337655067443848,-2.0951250415996703,-3.0710585597595847,0.2227223258732649,0.561546292849499,0.4146341475529399,0.641912512716175,0.5772357723577236,0.6103763987792472,0.3861788617886179,0.5381485249237029,0.4186991869918699
37,BBT,1.0399495363235474,2.371961893786012,2.0457160706202826,1.7804912737806824,0.5991861688338849,0.5487804875625828,0.6073245167853509,0.540650406504065,0.6113936927772126,0.4959349593495935,0.5493387589013224,0.524390243902439
38,BA,-2.837491273880005,-1.286038234783672e-07,-1.286038234783672e-07,-2.9463026810698114,0.5676500570798333,0.4024390256017204,0.8158697863682605,0.5975609756097561,0.6398779247202442,0.5975609756097561,0.5493387589013224,0.4065040650406504
39,BAX,-0.8644464612007141,-4.6231340337455915,-5.755112742916845,-7.661963871039395,0.5544252348940588,0.536585367065135,0.6459816887080366,0.45934959349593496,0.6185147507629705,0.5121951219512195,0.5391658189216684,0.4878048780487805
40,BAC,-0.29993969202041626,-0.30892090270698563,0.6304161814492724,-0.4913733168688501,0.6042726404911868,0.4756097565821516,0.5513733468972533,0.532520325203252,0.5910478128179044,0.5284552845528455,0.5320447609359105,0.516260162601626
41,A,0.360554039478302,-3.6296287786811803,-3.0554093323495164,0.9194358730507457,0.542217706797203,0.5447154483659481,0.6276703967446592,0.45528455284552843,0.6113936927772126,0.45121951219512196,0.513733468972533,0.5040650406504065
42,AZO,0.36838266253471375,0.042854560196555584,-0.945603634455217,0.8401151579153525,0.562563590182414,0.516260162601626,0.9969481180061037,0.4959349593495935,0.6063072227873856,0.45121951219512196,0.5676500508646999,0.556910569105691
43,AYI,1.898187279701233,-0.24988209991826388,-4.644390300577484e-05,-0.9549029923677514,0.5645981757226092,0.5081300817854036,0.9226856561546287,0.4878048780487805,0.6174974567650051,0.508130081300813,0.5401831129196337,0.4959349593495935
44,AXP,-2.171848773956299,-2.6365424199011986,-4.558957724088086,-0.348136145994059,0.5554425272548672,0.49999999757704694,0.7121057985757884,0.483739837398374,0.6378433367243134,0.5121951219512195,0.5422177009155646,0.4878048780487805
45,AWK,-0.041536517441272736,-4.941567750863496,-3.426547129387061,0.4430666960192106,0.5635808796630386,0.5609756092715069,0.6510681586978637,0.46747967479674796,0.6347914547304171,0.4634146341463415,0.5493387589013224,0.5609756097560976
46,AVY,-0.10288266837596893,-0.05041448549131197,-0.5687873816720197,0.05995652797145131,0.556459822632289,0.540650406504065,0.6602238046795524,0.5487804878048781,0.6093591047812817,0.5487804878048781,0.5574771108850458,0.5609756097560976
47,AVGO,-0.5385107398033142,5.103230868780801e-07,5.103230868780801e-07,-1.2604345666010806,0.5554425311052181,0.5121951217089242,0.8535096642929807,0.516260162601626,0.6358087487283826,0.516260162601626,0.5503560528992879,0.4796747967479675
48,AVB,-0.858568012714386,-0.8932270552465411,-0.32200256724937754,-0.6068474166729544,0.5961342883861926,0.5121951234049913,0.8524923702950152,0.46747967479674796,0.6408952187182095,0.508130081300813,0.5544252288911495,0.4715447154471545
49,ATVI,-4.247750759124756,-1.3484677992031846,-4.50745152379593,-5.785267113696967,0.5473041771053662,0.43495935104726774,0.6225839267548321,0.5650406504065041,0.6378433367243134,0.4186991869918699,0.525940996948118,0.5040650406504065
50,ARNC,0.7381328344345093,0.617748072909899,-0.5787342394875428,2.59392634495246,0.5747711147927316,0.5691056915415011,0.6663275686673449,0.508130081300813,0.6480162767039674,0.4878048780487805,0.5361139369277721,0.5447154471544715
51,ARE,-0.39191919565200806,-0.5253913521893815,-0.805169255490522,-0.39832320142068495,0.5666327620055887,0.5162601638131026,0.7253306205493387,0.516260162601626,0.6205493387589013,0.4878048780487805,0.5289928789420142,0.5121951219512195
52,APTV,0.0,2.0620920949874497e-08,-0.9471592086559304,-2.093200033633996,0.9090908874164928,0.6666666865348816,0.6363636363636364,0.6666666666666666,0.6363636363636364,0.3333333333333333,0.6363636363636364,0.3333333333333333
53,APH,-0.1562550812959671,-1.0368924190907546e-07,-2.4691164825819176,-0.5448226783818907,0.5717192341934507,0.5365853656113633,0.6459816887080366,0.5447154471544715,0.6347914547304171,0.4715447154471545,0.5503560528992879,0.5284552845528455
54,APD,-1.581417202949524,0.5994605281842403,-0.9269240758998906,-2.0012892498017463,0.5574771154933398,0.4999999997577047,0.7955239064089522,0.5528455284552846,0.6032553407934893,0.5040650406504065,0.5361139369277721,0.483739837398374
55,APC,4.234396457672119,3.360047448767744,3.7124557352214764,1.0537211900233279,0.5096642994686643,0.5203252030097372,0.797558494404883,0.46747967479674796,0.5991861648016277,0.5121951219512195,0.5076297049847406,0.4878048780487805
56,APA,2.5002572536468506,3.7165150536842617,2.306214286776072,3.9411842663349725,0.5371312355491904,0.5325203266570239,0.7721261444557477,0.5,0.6307222787385555,0.5365853658536586,0.5239064089521872,0.516260162601626
57,AOS,-0.6625087857246399,-1.8105549269195687,-3.53424995910287,-0.7615588860907992,0.5788402903904629,0.5609756097560976,0.6205493387589013,0.5203252032520326,0.6358087487283826,0.44308943089430897,0.5717192268565615,0.5487804878048781
58,AON,0.007374613545835018,8.4384951463121e-08,0.08066373148584097,0.14727147905439528,0.5432350022807368,0.581300810585177,0.7060020345879959,0.5772357723577236,0.6164801627670397,0.5772357723577236,0.5310274669379451,0.5772357723577236
59,ANTM,-2.643498659133911,-0.5141590189496361,-2.652360816680027,-4.005665938018338,0.566632764809978,0.45528455260323314,0.832146490335707,0.532520325203252,0.6093591047812817,0.46747967479674796,0.5595116988809766,0.4878048780487805
60,ANSS,-4.662446975708008,-0.681151822901132,-3.7493687618811884,-3.7423500700693344,0.5747711136406581,0.42276422909604827,0.681586978636826,0.5853658536585366,0.6083418107833164,0.4065040650406504,0.5462868769074263,0.45121951219512196
61,ANDV,-0.30075839161872864,-2.609755016843985,-3.014859493702366,1.2706794389213536,0.5228891224730172,0.5406504062617697,0.797558494404883,0.4715447154471545,0.5971515768056969,0.4959349593495935,0.5340793489318413,0.5
62,AMZN,0.13803572952747345,-7.703517412052164e-08,-2.9018516006745263,-0.24840377209812187,0.5676500584441309,0.5772357728423142,0.9969481180061037,0.5650406504065041,0.6103763987792472,0.4349593495934959,0.5412004069175992,0.5447154471544715
63,AMT,-6.624136924743652,-2.0317277791141675,-3.129931933445513,-2.0902880569994156,0.5727365252202792,0.4837398386098505,0.7171922685656155,0.524390243902439,0.6266531027466938,0.5,0.5544252288911495,0.532520325203252
64,AMP,-1.793046474456787,-0.07721853179415956,-1.5979848983721399,-1.804937891604062,0.5534079414266536,0.46341463535781796,0.7873855544252288,0.532520325203252,0.6205493387589013,0.4634146341463415,0.5391658189216684,0.47560975609756095
65,AMG,-0.45478153228759766,-1.9813301970390602,-0.8960863437160274,0.0753300213257624,0.545269587502596,0.5325203242340708,0.9328585961342828,0.5,0.6012207527975585,0.4959349593495935,0.5289928789420142,0.5
66,AMGN,0.5441068410873413,-1.526154411488812,0.05994054241004985,-1.837602866326274,0.5768057019094485,0.5000000014537718,0.8779247202441506,0.4715447154471545,0.6398779247202442,0.5203252032520326,0.5330620549338759,0.483739837398374
67,AME,0.4204854965209961,-0.5217608769813512,-2.7427639422070755,-2.610284964111728,0.5310274744264228,0.5447154483659481,0.6317395727365208,0.5528455284552846,0.646998982706002,0.4715447154471545,0.5371312309257376,0.4634146341463415
68,AMD,-0.8459312319755554,1.0684583685146476,1.3181028755544901,-2.105048783691588,0.5615462937590308,0.45528455284552843,0.5320447609359105,0.5,0.6103763987792472,0.4796747967479675,0.525940996948118,0.516260162601626
69,AMAT,-4.915375232696533,-0.40363084236124497,-3.9027280655512135,-5.433366799448101,0.5554425301198921,0.4959349593495935,0.5574771108850458,0.5772357723577236,0.6012207527975585,0.4186991869918699,0.5412004069175992,0.44308943089430897
70,ALXN,0.0,-1.1268406335896777,-0.5014044102698091,-0.0950653550762882,0.538148532275751,0.5040650418618831,0.9501525940996948,0.45934959349593496,0.612410986775178,0.4349593495934959,0.5300101729399797,0.4796747967479675
71,ALL,-0.22495628893375397,1.652567237629142e-09,1.652567237629142e-09,-0.8015562229800691,0.5645981751162548,0.540650406504065,0.6134282807731435,0.5447154471544715,0.6317395727365208,0.5447154471544715,0.5422177009155646,0.5447154471544715
72,ALLE,-0.13715288043022156,-2.948019253860102,-4.297257604106064,-2.3239623974288155,0.5762711909507147,0.5652173930320187,0.6864406779661016,0.5169082125603864,0.6537530266343826,0.45410628019323673,0.5338983050847458,0.4396135265700483
73,ALK,5.465689659118652,0.5815373340122924,2.109998230605819,2.773763923831708,0.5289928862485856,0.5081300827545848,0.7304170905391658,0.4959349593495935,0.6002034587995931,0.5121951219512195,0.5310274669379451,0.5121951219512195
74,ALGN,-2.8474843502044678,-0.1681611053207457,-3.481076895644894,-0.1523763315937268,0.5574771161754886,0.4308943099122706,0.7202441505595117,0.5894308943089431,0.6012207527975585,0.4065040650406504,0.5381485249237029,0.5894308943089431
75,ALB,-0.20182020962238312,0.4097306104094594,-4.324410887751117,-0.16039794874384933,0.559511705641829,0.5406504069886556,0.7151576805696847,0.5528455284552846,0.6093591047812817,0.45528455284552843,0.5381485249237029,0.540650406504065
76,AKAM,0.2790576219558716,0.10019050106334453,3.259800083171918,1.29174111811082,0.533062060845832,0.5447154486082434,0.7131230925737538,0.5121951219512195,0.62970498474059,0.516260162601626,0.5462868769074263,0.5650406504065041
77,AJG,-0.2636858820915222,2.6863232883661795e-07,2.6863232883661795e-07,0.5657639349409815,0.563580880269393,0.5487804892586499,0.5910478128179044,0.5447154471544715,0.6144455747711088,0.5447154471544715,0.5442522889114955,0.532520325203252
78,AIZ,-0.20328359305858612,-0.6115157881646497,0.7161537149779366,1.401655735763526,0.5493387638431114,0.47967479747485336,0.6683621566632757,0.4634146341463415,0.62970498474059,0.5365853658536586,0.5513733468972533,0.532520325203252
79,AIV,1.7837001085281372,2.1393042240615228,2.0627050582045845,-0.464332437253969,0.5707019364664052,0.4959349588650029,0.6073245167853509,0.532520325203252,0.6622583926754833,0.5284552845528455,0.5320447609359105,0.46747967479674796
80,AIG,0.0,2.597213199697602,1.1451114655288384,-1.696693534837947,0.531027472758948,0.4796747943250144,0.6134282807731435,0.573170731707317,0.6215666327568667,0.5284552845528455,0.5350966429298067,0.4796747967479675
81,AGN,2.5354483127593994,2.8462799999285364,5.60923038951055,0.5772923692067286,0.546286883304466,0.5000000012114765,0.9745676500508647,0.5121951219512195,0.602238046795524,0.4715447154471545,0.5452695829094608,0.4349593495934959
82,AFL,-2.718547821044922,-2.2847838706363253,-2.907278547736095,-2.1075414700427273,0.569684642453281,0.5000000014537718,0.6093591047812817,0.5528455284552846,0.6144455747711088,0.44715447154471544,0.5422177009155646,0.491869918699187
83,AET,-2.387037515640259,-0.8301164778419077,-3.0982981592748127,-3.0240892502364702,0.5534079413357004,0.4674796760082245,0.7934893184130214,0.5365853658536586,0.6225839267548321,0.44715447154471544,0.5452695829094608,0.4634146341463415
84,AES,2.431119918823242,2.777110028268387e-07,1.3718030543454558,3.578124676985892,0.5167853574089456,0.532520322780299,0.5320447609359105,0.46747967479674796,0.6164801627670397,0.5121951219512195,0.5340793489318413,0.5203252032520326
85,AEP,0.0,-4.509862556225647,-5.497487393532166,0.7258219697151549,0.5534079415630834,0.5284552840682549,0.6368260427263479,0.46747967479674796,0.6408952187182095,0.4715447154471545,0.5513733468972533,0.5487804878048781
86,AEE,0.0,-1.5972935528696928,-3.8570814382906486,0.27536019987890353,0.5361139428852049,0.4918699196683682,0.6012207527975585,0.4878048780487805,0.6032553407934893,0.4796747967479675,0.5473041709053916,0.47560975609756095
87,ADS,1.219193458557129,0.06409929830552542,1.272667478535066,-0.8910745875133016,0.5747711137316113,0.5162601623593307,0.9694811800610377,0.5365853658536586,0.6398779247202442,0.5203252032520326,0.5483214649033571,0.524390243902439
88,ADSK,0.38746100664138794,8.584306128444465e-08,0.10843923362161781,-2.012316910848153,0.5605289986089917,0.5691056910569106,0.7070193285859614,0.5487804878048781,0.6398779247202442,0.5447154471544715,0.5188199389623601,0.540650406504065
89,ADP,-0.3222579061985016,1.1798479544799927,-0.4247023590440116,-0.0486329053924176,0.5422177064485492,0.5081300825122895,0.6826042726347915,0.524390243902439,0.6449643947100712,0.516260162601626,0.5340793489318413,0.524390243902439
90,ADM,-1.0543410778045654,1.7824789632244225,1.3576485966755407,1.207118364565856,0.5747711149140026,0.5162601601786729,0.612410986775178,0.5447154471544715,0.6327568667344863,0.524390243902439,0.5462868769074263,0.5203252032520326
91,ADI,-0.5478987097740173,-1.8893012343425125e-07,-1.8893012343425125e-07,-1.4675939703562484,0.5645981771475422,0.5284552857643221,0.6439471007121058,0.5284552845528455,0.6266531027466938,0.5284552845528455,0.5523906408952187,0.5040650406504065
92,ADBE,-0.004321347456425428,-2.1115300706161591e-07,-2.1115300706161591e-07,-0.7705063558224183,0.5493387675721915,0.5772357735692001,0.7232960325534079,0.573170731707317,0.641912512716175,0.573170731707317,0.5473041709053916,0.5447154471544715
93,ACN,0.8742506504058838,-2.387170109409377,-2.2272487830077066,-0.18582785521628126,0.5747711140196297,0.5731707314650217,0.6968463886063072,0.5121951219512195,0.6205493387589013,0.42276422764227645,0.5473041709053916,0.5447154471544715
94,ABT,-3.193875789642334,-2.8202529894132464,-2.5530628582060118,-3.318642476625686,0.5757884070625868,0.5284552835836643,0.6052899287894201,0.5203252032520326,0.6378433367243134,0.4959349593495935,0.5462868769074263,0.524390243902439
95,ABC,1.6867085695266724,-1.1736978478980946,-0.7506006767355813,-1.1441548630527334,0.5574771186767008,0.4796747965056722,0.7517802644964394,0.45528455284552843,0.641912512716175,0.508130081300813,0.5503560528992879,0.5040650406504065
96,ABBV,-2.3478097915649414,-2.528824054134172,-2.7543360849313734,-2.697852836721333,0.5737538218255688,0.4634146341463415,0.6927772126144456,0.4959349593495935,0.5930824008138352,0.4065040650406504,0.5534079348931842,0.46747967479674796
97,AAP,-0.05434992536902428,2.334175371086715,3.200590389787258,1.0958980646021421,0.5147507677606988,0.4756097575513328,0.8524923702950152,0.45528455284552843,0.6215666327568667,0.5040650406504065,0.525940996948118,0.4796747967479675
98,AAPL,-3.478048801422119,-0.3065051516603256,-3.6458417838734007,-5.519814538384278,0.5534079420178492,0.47560975367460795,0.8077314343845371,0.508130081300813,0.6490335707019329,0.4796747967479675,0.5330620549338759,0.491869918699187
99,AAL,-0.8607227802276611,-0.14764145088103622,-1.5793968778763028,0.21564927027760095,0.55035605793203,0.5000000012114765,0.671414038657172,0.483739837398374,0.6408952187182095,0.4634146341463415,0.5442522889114955,0.556910569105691
